id,name,address,postcode,city,category,tags,creationyear,description
"sevenhugs","Sevenhugs","21 bis rue des Citeaux ",92130,"Issy les Moulineaux","Entreprise","objets connectés|santé|sommeil",2014,"Sevenhugs développe et commercialise des objets connectés grand public."
"seventhside-games","Seventhside Games","14 avenue de l'Opéra","75001","Paris","Entreprise","Jeux vidéo|socialgaming|géolocalisation|mobilité","2011","Seventhside Games est un éditeur de jeux géo sociaux pour le web et le mobile.\\n"
"seventure-partners","Seventure Partners","5 rue de Monttessuy","75007","Paris","Investisseur","Capital risque","1983","Seventure Partners finance l’innovation et participe à l’aventure entrepreneuriale, aux côtés des entrepreneurs et en partageant leur passion."
"sfr-business-team","Sfr Business Team","12-14 rue de la Verrerie","92360","Meudon","Entreprise","télécoms|conseil|ingénierie","1987","Société de télécommunications"
"sgs-luxeole-sas","Sgs Luxeole SAS","4 Chemin des Combeaux","77400","Carnetin","Entreprise","énergie","2009","Société résolument engagée dans la promotion et mise en œuvre d'applications en énergies renouvelables, plus particulièrement l'éolien urbain et le solaire"
"sharewizz","Sharewizz","8 rue Gustave Doré","75017","Paris","Entreprise","économie collaborative|réseaux sociaux|pret","2012","Sharewizz est un site communautaire de prêt gratuit d'objets entre particuliers."
"sharypic","Sharypic","6 rue Euryale Dehaynin","75019","Paris","Entreprise","photo|événements|collaboratif","2011","Sharypic est une plateforme collaborative et interactive de partage de photos pour les événements."
"sherpa-engineering","Sherpa Engineering","12 avenue de Verdun","92250","La-Garenne-Colombes","Entreprise","transports|ocds","1998","Nos projets s’inscrivent dans l'ingénierie système qui regroupe les processus de conception, de réalisation et de validation des systèmes techniques et de leur système de pilotage."
"sherpa-experton","Sherpa Experton","41 avenue de l'Europe","78140","Vélizy-Villacoublay","Entreprise","sécurité|concepteur|logiciels","1994","Entreprise de gestion des savoirs et des logiciels"
"shippeo","Shippeo","7 RUE CHOMEL","75007","PARIS","Entreprise","mobilité|B2B","2014","Réservation et de gestion de transport offrant une mise en relation directe entre ces acteurs. Les utilisateurs peuvent comparer simplement les prix et la disponibilité des prestataires de transport et passer leur commande en un clic."
"shm-conseil","S.H.M. Conseil","6 place Maréchal de Lattre de Tassigny","92170","Vanves","Entreprise","dépannage|conseil|vente|B2B","1992","Société de maintenance en informatique pour entreprises"
"shopwise","Shopwise","55 rue Anatole France","92300","Levallois Perret","Entreprise",,"2010","Shopwise est une application mobile qui permet aux consommateurs de découvrir les notes et analyses de plus de 30 000 produits alimentaires."
"sia-partners","Sia Partners","18 boulevard Montmartre",75009,"Paris","Entreprise","b2b|conseil|télécoms|stratégie|innovation",1999,"Sia Partners est un cabinet de conseil en management et stratégie opérationnelle.
Sa division Télécom Innovation Media décrypte les tendances du digital et accompagne les entreprises dans leur transformation numérique."
"sidertrade","Sidertrade","114 Rue Gallieni","92100","Boulogne","Entreprise",,"2000","Éditeur de logiciel à la demande (SaaS). Membre de seineouestdigital.fr"
"siemens-industry-software-sas","Siemens Industry Software SAS","13 avenue Morane Saulnier","78140","Vélizy-Villacoublay","Entreprise","systèmes d'information|édition de logiciels","1998","Société éditrice de logiciels de gestion du cycle de la vie des produits"
"siemens-sas","Siemens SAS","9 boulevard Finot","93527","Saint Denis","Entreprise",,"1956",
"sien","SIEN","20 rue Bouvier","75011","Paris","Entreprise",,"2007","SIEN est une entreprise éditrice de Software qui développe une large gamme de produits et de services destinés à monétiser l'utilisation du web par le biais de ""virtual goods"" et de distribution d'applications."
"sikanmar-interactive","Sikanmar Interactive","26 rue Voltaire","92800","Puteaux","Entreprise","applications mobiles|éducation","2009","Sikanmar conçoit et édite des produits éducatifs pour la jeunesse, sur le thème de la connaissance du monde. Des Apps numériques, des Ebooks enrichis et des livres imprimés interactifs. Une véritable collection transmédia : Jo et Moi autour du monde."
"silicom","Silicom","15 boulevard des Chenes, Immeuble JANUS – Parc Ariane II","78280","Guyancourt","Entreprise","télécoms","1983","Systèmes de Communications et d’Information, Systèmes de transmissions et connectivité sans fil, Management et optimisation du spectre, Radionavigation"
"silicon-banlieue","Silicon Banlieue","9 rue de Calais","95100","Argenteuil","Tiers-lieu","coworking|networking","2013","Silicon Banlieue est un espace de coworking, d'animation, de networking et d' événements autour du numérique et du collaboratif à Argenteuil."
"silicon-fr","Silicon.fr","23, rue d'aumale","75009","Paris","Entreprise","médias|blog","2001","Lancé en 2001, Silicon.fr est un journal en ligne qui fédère chaque mois plus de 500 000 informaticiens et décideurs IT. Tout comme ITespresso.it, ZDnet.de ou TechWeekEurope.co.uk, Silicon.fr est édité par le groupe de presse NetMediaEurope"
"siligence","Siligence","8 rue Edouard Naud","92130","Issy les moulineaux","Entreprise",,"2010","Company specialized in CPEs for Broadband access, Digital Video, Smart grid, Home networking."
"silkan","Silkan","9, rue du Colonel Marcel Moraine","92360","Meudon","Entreprise","ocds","2007","Silkan conçoit et commercialise des solutions matérielles et logiciellesd'optimisation des performances des calculateurs (HPC)."
"simplemail","SimpleMail","1 avenue Christian Doppler","77700","Serris","Entreprise","emailing|newsletter","2011","SimpleMail est une plateforme simple et intuitive qui permet d'éditer, de publier, de diffuser et de suivre la performance de vos newsletters."
"simplonco","Simplon.co","55 rue de Vincennes","93100","Montreuil","École","développeur|entrepreneur","2013","Simplon.co est une fabrique accélérée et rémunérée de développeurs web et d'entrepreneurs sociaux du numérique destinée aux jeunes issus de la diversité, des quartiers populaires, en décrochage scolaire et aux filles."
"simpoe","Simpoe","1, Allée Emile CohlBat. E","77200","Torcy","Entreprise","ocds","2005","Optimiser la conception et la fabrication des pièces plastiques."
"simpulse","Simpulse","13 rue Gambetta","91460","Marcoussis","Entreprise","télécoms","2011","Simpulse a pour ambition d'accélérer la conception des nouveaux systèmes de communication haut débit dans les domaines de la téléphonie mobile, de la télévision numérique, de l'internet sans fil et des communications sécurisées et spatiales."
"simtech-simulation-et-technologie","Simtech Simulation Et Technologie","37 rue des Acacias","75017","Paris","Entreprise","ocds","1993","SIMTECH réalise des projets de recherche et innovation pour ses clients. nos domaines d'intervention couvrent tout le calcul scientifique, en particulier la simulation et l'optimisation de systèmes complexes."
"simulity","Simulity","39, boulevard Georges Clémenceau","92400","Courbevoie","Entreprise","sécurité","2010","We offer support, training and consulting services to our consumers to help them deliver value-added applications."
"simzek","simzek","3 RUE DE GRAMONT","75002","Paris","Entreprise","marketing|adtech|B2B","2003","SIZMEK est un fournisseur global de solutions de gestion des campagnes de publicité digitale"
"sirdata","SirData","8 rue de Châteaudun","75009","Paris","Entreprise","monétisation|trafic|data","2012","SirData est une plateforme de monétisation qui permet aux éditeurs web et aux marchands de générer des profits grâce au trafic existant de leur site en y insérant un simple tag de collecte de données anonymes sur le comportement de leurs visiteurs."
"sispia","Sispia","18, Allée Henri Dunant","94300","Vincennes","Entreprise","sécurité","2003","Le cœur de métier de SISPIA est le traitement avancé de données et de connaissances associées pour l’amélioration de la performance et le management du risque."
"sistech","Sistech","28, rue de Caumartin","75009","Paris","Entreprise","sécurité","1998","SISTECH est une société française spécialisée dans la sécurité des télécommunications et le développement de solutions système Windows® et embarqués."
"siveo","Siveo","43 rue Royale","77300","Fontainebleau","Entreprise",,"2008","Les solutions développées par SIVEO permettent de créer, manager et utiliser les différents moteurs de virtualisation depuis une interface unique qui simplifie et centralise les infrastructures de virtualisation."
"six-et-dix","Six et Dix","22 rue de la Prairie","92410","Ville d'Avray","Entreprise","systèmes d'information|conseil|ingénierie","1997","Agence de consultants spécialisés dans l'information numérique"
"sizmek","SIZMEK","3 RUE DE GRAMONT","75002","Paris","Entreprise","marketing|adtech|B2B","2003","SIZMEK est un fournisseur global de solutions de gestion des campagnes de publicité digitale"
"skeelbox","Skeelbox","82 rue d'Hauteville","75010","Paris","Entreprise","conseil|stratégie|ecommerce|b2b","2012","Skeelbox est une agence de conseil et de stratégie ecommerce."
"sketchfab","Sketchfab","28 place de la Bourse","75002","Paris","Entreprise","3d","2012","Sketchfab est une plateforme en ligne de publication, de partage et d'embarquement de modèles 3D interactifs en temps réel sans plugin."
"skimm","Skimm","82 rue du Faubourg Saint-Martin","75010","Paris","Entreprise","paiement|mobile|ecommerce","2011","Skimm est une application mobile de paiement."
"skyboy-productions","SkyBoy Productions","102 Rue Nollet",75017,"Paris","Entreprise","tourisme|culture|réalité superposée|audiovisuel",2014,"Entreprise proposant  une technologie de Réalité superposée pour valoriser un site touristique."
"slash-lab","/lab","55 rue Saint-Denis","93100","Montreuil","Entreprise","B2B","2010","Studio web de création/développement et de gestion de projet"
"slimpay","SlimPay","10 rue du Faubourg Poissonnière","75010","Paris","Entreprise","paiement|ecommerce","2009","SlimPay développe et met en œuvre en mode hébergé des solutions sécurisées de paiement en ligne."
"slow-control","slow control","59 rue des petits champs","75001","Paris","Entreprise",,"2008","La 10SFork permet de contrôler sa vitesse d’alimentation (l’heure de vos repas, la durée de vos repas, le délai entre chaque mise en bouche). Elle aide à améliorer le comportement alimentaire en recueillant des informations sur les repas."
