official,office,fonction,direction,date,lobby,lobby_id,subject,location,canceled,source
Violeta Bulc,Transport,Commissioner,,2015-10-02,ASSOCIATION OF EUROPEAN AIRLINES (AEA),78089286892-19,Aviation,Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=2
Violeta Bulc,Transport,Commissioner,,2015-09-24,"Tesla Motors, Inc. (Tesla Motors)",547225616323-13,Commissioner Bulc meeting Tesla Representatives,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=2
Violeta Bulc,Transport,Commissioner,,2015-09-22,Alstom,43284012043-03,"Visit of Alstom Factory in Valenciennes, France","Valenciennes, France",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=2
Violeta Bulc,Transport,Commissioner,,2015-09-15,Irish Road Haulage Association (IRHA),780617118804-10,Meeting with IRHA representative,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=3
Violeta Bulc,Transport,Commissioner,,2015-09-15,Transdev Group,042383714852-64,Meeting Transdev representatives,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=3
Violeta Bulc,Transport,Commissioner,,2015-09-14,Public Enterprise Electric Power Industry of Serbia (PE EPS),615285818555-82,Meeting PE EPS representative,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=3
Violeta Bulc,Transport,Commissioner,,2015-09-11,AVTO-MOTO ZVEZA SLOVENIJE (AMZS),866664416316-57,"Commissioner Bulc meeting Mr Robert Staba, Head of Varna pot, AMZS","Ljubljana, Slovenia",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=3
Violeta Bulc,Transport,Commissioner,,2015-09-10,UNION SYNDICALE FEDERALE,854760618864-10,Meeting Union Syndicale-Fédérale representatives,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=3
Violeta Bulc,Transport,Commissioner,,2015-07-22,Ryanair,002977215945-85,Meeting Ryanair CEO Michael O'Leary,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=3
Violeta Bulc,Transport,Commissioner,,2015-07-17,International Road Transport Union Permanent Delegation to the EU (IRU),41802525291-86,Meeting IRU representatives,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=3
Violeta Bulc,Transport,Commissioner,,2015-07-16,European Low Fares Airline Association (ELFAA),040051411522-40,Meeting ELFAA representatives,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=3
Violeta Bulc,Transport,Commissioner,,2015-07-16,FEPORT (FEPORT),801302611511-33,Meeting Feport representatives,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=3
Violeta Bulc,Transport,Commissioner,,2015-07-15,Ryanair,002977215945-85,Meeting 4 CEO's of European airlines,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=3
Violeta Bulc,Transport,Commissioner,,2015-06-30,Airbus Group N.V.,2732167674-76,Visiting the Airbus manufacturing plant,"Toulouse, France",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=4
Violeta Bulc,Transport,Commissioner,,2015-06-25,Airports Council International - European Region (ACI EUROPE),42566063487-73,Delivering a speech on the General Assembly of ACI,"Prague, Czech Republic",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=4
Violeta Bulc,Transport,Commissioner,,2015-06-16,European Transport Workers' Federation (ETF),92545571128-74,Meeting Port Social Partners,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=4
Violeta Bulc,Transport,Commissioner,,2015-06-16,POLIS,27284005223-47,Meeting Polis representatives from all over Europe,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=4
Violeta Bulc,Transport,Commissioner,,2015-06-16,Ryanair,002977215945-85,Ryanir 30th anniversary dinner,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=4
Violeta Bulc,Transport,Commissioner,,2015-06-08,European Transport Safety Council (ETSC),78891371297-34,Preparation meeting: PIN Road Safety Conference,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=4
Violeta Bulc,Transport,Commissioner,,2015-06-02,IBM Corporation (IBM),7721359944-96,Transport,Portorož,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=4
Violeta Bulc,Transport,Commissioner,,2015-06-02,European Road Transport Research Advisory Council (ERTRAC),855647016671-07,Transport,Portorož,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=4
Violeta Bulc,Transport,Commissioner,,2015-05-26,Independent Regulators' Group - Rail (IRG-Rail),845563817745-89,Meeting representatives of IRG-Rail,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=4
Violeta Bulc,Transport,Commissioner,,2015-04-27,Airbus Group N.V.,2732167674-76,Meeting between Commissioner Bulc and Airbus CEO,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=4
Violeta Bulc,Transport,Commissioner,,2015-04-27,European Association Automotive Suppliers (CLEPA),91408765797-03,Meeting between Commissioner Bulc and CLEPA representatives,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=5
Violeta Bulc,Transport,Commissioner,,2015-04-27,BlaBlaCar,290486916308-69,Meeting with BlaBla car,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=5
Violeta Bulc,Transport,Commissioner,,2015-04-27,Airbus Group N.V.,2732167674-76,Airbus CEO,BE/Brussels,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=5
Violeta Bulc,Transport,Commissioner,,2015-04-24,Qatar Airways (QR),532153117035-82,Qatar Airways CEO meeting Commissioner Bulc,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=5
Violeta Bulc,Transport,Commissioner,,2015-04-24,Qatar Airways (QR),532153117035-82,Aeropolitical affairs between Qatar and the EU,BERL 8/26,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=5
Violeta Bulc,Transport,Commissioner,,2015-04-20,EUROCITIES,12493392840-79,EUROCITIES representatives meeting Commissioner Bulc,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=5
Violeta Bulc,Transport,Commissioner,,2015-04-20,European Cockpit Association (ECA),39838147687-59,European Cockpit Association,Brussels/Be,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=5
Violeta Bulc,Transport,Commissioner,,2015-04-20,European Cockpit Association (ECA),39838147687-59,Meeting between European Cockpit Association and Commissioner Bulc,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=5
Violeta Bulc,Transport,Commissioner,,2015-04-14,Etihad Airways,142277315551-86,Meeting Commissioner Bulc,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=5
Violeta Bulc,Transport,Commissioner,,2015-04-14,Association Européenne des Concessionnaires d'Autoroutes et d'Ouvrages à Péage (ASECAP),76903725494-68,Meeting Commissioner Bulc,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=5
Violeta Bulc,Transport,Commissioner,,2015-04-13,European Construction Industry Federation (FIEC),92221016212-42,Meeting Commissioner Bulc,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=6
Violeta Bulc,Transport,Commissioner,,2015-03-27,AVTO-MOTO ZVEZA SLOVENIJE (AMZS) ,866664416316-57,Introductory meeting,"EC Representation in Ljubljana, Slovenia",True,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=6
Violeta Bulc,Transport,Commissioner,,2015-03-27,AVTO-MOTO ZVEZA SLOVENIJE (AMZS),866664416316-57,Introductory meeting with AMZS,Representatin of European Commission in Slovenia,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=6
Violeta Bulc,Transport,Commissioner,,2015-03-24,European Cyclists' Federation (ECF),28451455737-18,Issues discussed,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=6
Violeta Bulc,Transport,Commissioner,,2015-03-24,European Rail Freight Association asbl (ERFA),013359412586-21,Delivering a speech,"Brussels, Belguim",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=6
Violeta Bulc,Transport,Commissioner,,2015-03-17,ENAIRE (ENAIRE),51595808923-96,Ignacio Gonzalez Sanchez ENAIRE,Brussels/BE,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=6
Violeta Bulc,Transport,Commissioner,,2015-03-12,FIA Europe (FIA Europe),803137414612-21,Meeting with FIA,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=6
Violeta Bulc,Transport,Commissioner,,2015-03-04,European Community Shipowner's Associations (ECSA),59004966537-01,Closing Remarks: ECSA,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=6
Violeta Bulc,Transport,Commissioner,,2015-03-04,International Road Transport Union Permanent Delegation to the EU (IRU),41802525291-86,Speech: IRU Spring Cocktail,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=6
Violeta Bulc,Transport,Commissioner,,2015-03-03,Société Nationale des Chemins de Fer Français (SNCF),97914681026-14,Meeting with SNCF,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=6
Violeta Bulc,Transport,Commissioner,,2015-03-03,Deutsche Post DHL Group (DPDHL),48544465107-88,Meeting with DHL,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=7
Violeta Bulc,Transport,Commissioner,,2015-03-03,European Barge Union (EBU),36944616803-45,Opening remarks: EBU Conference,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=7
Violeta Bulc,Transport,Commissioner,,2015-03-03,FIPRA International Limited (FIPRA),58746194306-23,Adam Goldstein CLIA,Brussels/BE,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=7
Violeta Bulc,Transport,Commissioner,,2015-03-03,Cruise Lines International Association Europe (CLIA Europe),69525934310-58,Meeting with CLIA Europe,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=7
Violeta Bulc,Transport,Commissioner,,2015-02-27,KLM Royal Dutch Airlines (KLM),76441066192-30,Meeting with KLM,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=7
Violeta Bulc,Transport,Commissioner,,2015-02-27,KLM Royal Dutch Airlines (KLM),76441066192-30,KLM CEO P.ELBERS,Brussels/BE,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=7
Violeta Bulc,Transport,Commissioner,,2015-02-26,easyJet,291219715847-52,Eadyjet CEO McCall,Brussels/BE,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=7
Violeta Bulc,Transport,Commissioner,,2015-02-26,easyJet,291219715847-52,Meeting with easyJet,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=7
Violeta Bulc,Transport,Commissioner,,2015-02-26,UITP - International Association of Public Transport (UITP),06869148182-50,Meeting with UITP,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=7
Violeta Bulc,Transport,Commissioner,,2015-02-26,Verband der Automobilindustrie (VDA),95574664768-90,Meeting with VDA,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=7
Violeta Bulc,Transport,Commissioner,,2015-02-25,ASSOCIATION OF EUROPEAN AIRLINES (AEA),78089286892-19,Meeting with AEA,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=8
Violeta Bulc,Transport,Commissioner,,2015-02-25,ASSOCIATION OF EUROPEAN AIRLINES (AEA),78089286892-19,Association of European Airlines,Brussels/BE,False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=8
Violeta Bulc,Transport,Commissioner,,2015-02-24,"UIRR, International Union for Road-Rail Combined Transport (UIRR)",49307536642-11,Meeting with UIRR,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=8
Violeta Bulc,Transport,Commissioner,,2015-02-17,BUSINESSEUROPE,3978240953-79,Meeting with BUSINESSEUROPE,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=8
Violeta Bulc,Transport,Commissioner,,2015-02-10,FERROVIE DELLO STATO ITALIANE S.p.A. (FSI),1954267427-31,Meeting with CEO FSi,"Strasbourg, France",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=8
Violeta Bulc,Transport,Commissioner,,2015-02-09,Transport and Environment (European Federation for Transport and Environment) (T&E),58744833263-19,Meeting with Transport&Environment,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=8
Violeta Bulc,Transport,Commissioner,,2015-02-04,Association des Constructeurs Européens d'Automobiles (ACEA),0649790813-47,Meeting with ACEA,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=8
Violeta Bulc,Transport,Commissioner,,2015-02-03,European Transport Workers' Federation (ETF),92545571128-74,Meeting with ETF,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=8
Violeta Bulc,Transport,Commissioner,,2015-01-29,European Shippers' Council (ESC),32213828062-24,Meeting with European Shippers' Council,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=8
Violeta Bulc,Transport,Commissioner,,2015-01-22,Uber,002278013515-26,Meeting with Uber,"Brussels, Belgium",False,http://ec.europa.eu/transparencyinitiative/meetings/meeting.do?host=8d390599-609a-4464-b941-6815b1228b44&d-6679426-p=8
